"","X","token","tag","lemma","pos","category","funct","case","pers","num","gender","tense","mode"
"355",355,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"356",356,"der","PRO.Rel.Subst.Nom.Sg.Masc","die","PRO","Rel","Subst","Nom",NA,"Sg","Masc",NA,NA
"358",358,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"359",359,"auf","APPR","auf","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"360",360,"seinem","PRO.Poss.Attr.Dat.Sg.Masc","seine","PRO","Poss","Attr","Dat",NA,"Sg","Masc",NA,NA
"361",361,"Arm","N.Reg.Dat.Sg.Masc","Arm","N","Reg",NA,"Dat",NA,"Sg","Masc",NA,NA
"362",362,"Den","ART.Def.Acc.Sg.Masc","die","ART","Def",NA,"Acc",NA,"Sg","Masc",NA,NA
"363",363,"leichten","ADJA.Pos.Acc.Sg.Masc","leicht","ADJA","Pos",NA,"Acc",NA,"Sg","Masc",NA,NA
"364",364,"Jüngling","N.Reg.Acc.Sg.Masc","Jüngling","N","Reg",NA,"Acc",NA,"Sg","Masc",NA,NA
"365",365,"von","APPR","von","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"366",366,"dem","ART.Def.Dat.Sg.Neut","die","ART","Def",NA,"Dat",NA,"Sg","Neut",NA,NA
"367",367,"Pferde","N.Reg.Dat.Sg.Neut","Pferd","N","Reg",NA,"Dat",NA,"Sg","Neut",NA,NA
"368",368,"wog","VFIN.Full.3.Sg.Past.Ind","wiegen|wägen","VFIN","Full",NA,NA,3,"Sg",NA,"Past","Ind"
"370",370,"!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"373",373,"Kind","N.Reg.Nom.Sg.Neut","Kind","N","Reg",NA,"Nom",NA,"Sg","Neut",NA,NA
"375",375,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"376",376,"sagt","VFIN.Full.3.Sg.Pres.Ind","sagen","VFIN","Full",NA,NA,3,"Sg",NA,"Pres","Ind"
"377",377,"er","PRO.Pers.Subst.3.Nom.Sg.Masc","sie","PRO","Pers","Subst","Nom",3,"Sg","Masc",NA,NA
"379",379,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"380",380,"Kind","N.Reg.Nom.Sg.Neut","Kind","N","Reg",NA,"Nom",NA,"Sg","Neut",NA,NA
"382",382,"!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"385",385,"Er","PRO.Pers.Subst.3.Nom.Sg.Masc","sie","PRO","Pers","Subst","Nom",3,"Sg","Masc",NA,NA
"387",387,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"388",388,"und","CONJ.Coord","und","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"389",389,"sein","PRO.Poss.Attr.Nom.Sg.Masc","seine","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"390",390,"König","N.Reg.Nom.Sg.Masc","König","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"391",391,"hält","VFIN.Full.3.Sg.Pres.Ind","halten","VFIN","Full",NA,NA,3,"Sg",NA,"Pres","Ind"
"392",392,"Mich","PRO.Pers.Subst.1.Acc.Sg.*","sie","PRO","Pers","Subst","Acc",1,"Sg",NA,NA,NA
"393",393,"für","APPR","für","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"394",394,"ein","ART.Indef.Acc.Sg.Neut","eine","ART","Indef",NA,"Acc",NA,"Sg","Neut",NA,NA
"395",395,"Kind","N.Reg.Acc.Sg.Neut","Kind","N","Reg",NA,"Acc",NA,"Sg","Neut",NA,NA
"397",397,"!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"398",398,"–","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"399",399,"–","N.Reg.*.*.Neut","–","N","Reg",NA,NA,NA,NA,"Neut",NA,NA
"400",400,"Man","PRO.Indef.Subst.Nom.Sg.*","man","PRO","Indef","Subst","Nom",NA,"Sg",NA,NA,NA
"401",401,"sehe","VFIN.Full.3.Sg.Pres.Subj","sehen","VFIN","Full",NA,NA,3,"Sg",NA,"Pres","Subj"
"402",402,"nur","ADV","nur","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"403",403,"einmal","ADV","einmal","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"404",404,"Was","PRO.Inter.Subst.Nom.Sg.Neut","was","PRO","Inter","Subst","Nom",NA,"Sg","Neut",NA,NA
"405",405,"für","APPR","für","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"406",406,"ein","ART.Indef.Acc.Sg.Neut","eine","ART","Indef",NA,"Acc",NA,"Sg","Neut",NA,NA
"407",407,"Zelt","N.Reg.Acc.Sg.Neut","Zelt","N","Reg",NA,"Acc",NA,"Sg","Neut",NA,NA
"409",409,"?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"412",412,"Bin","VFIN.Aux.1.Sg.Pres.Ind","sein","VFIN","Aux",NA,NA,1,"Sg",NA,"Pres","Ind"
"413",413,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",1,"Sg",NA,NA,NA
"414",414,"gefangen","ADJD.Pos","gefangen","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"416",416,"?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"417",417,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",1,"Sg",NA,NA,NA
"419",419,"?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"422",422,"Was","PRO.Inter.Subst.Nom.Sg.Neut","was","PRO","Inter","Subst","Nom",NA,"Sg","Neut",NA,NA
"423",423,"soll","VFIN.Mod.3.Sg.Pres.Ind","sollen","VFIN","Mod",NA,NA,3,"Sg",NA,"Pres","Ind"
"424",424,"Schwanenbett","N.Reg.Nom.Sg.Neut","Schwanenbett","N","Reg",NA,"Nom",NA,"Sg","Neut",NA,NA
"425",425,"und","CONJ.Coord","und","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"426",426,"Polsterstuhl","N.Reg.Nom.Sg.Masc","Polsterstuhl","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"428",428,"?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"431",431,"Hohn","N.Name.Dat.Sg.Neut","Hohn","N","Name",NA,"Dat",NA,"Sg","Neut",NA,NA
"432",432,"sprechende","ADJA.Pos.Nom.Sg.Fem","sprechend","ADJA","Pos",NA,"Nom",NA,"Sg","Fem",NA,NA
"433",433,"verfluchte","ADJA.Pos.Nom.Sg.Fem","verflucht","ADJA","Pos",NA,"Nom",NA,"Sg","Fem",NA,NA
"434",434,"Höflichkeit","N.Reg.Nom.Sg.Fem","Höflichkeit","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"436",436,"!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"439",439,"Zweyter","ADJA.Sup.Nom.Sg.Masc","Zweyt","ADJA","Sup",NA,"Nom",NA,"Sg","Masc",NA,NA
"440",440,"Auftritt","N.Reg.Nom.Sg.Masc","Auftritt","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"442",442,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"445",445,"Philotas","N.Name.Nom.Sg.Neut","Philotas","N","Name",NA,"Nom",NA,"Sg","Neut",NA,NA
"447",447,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"450",450,"Strato","N.Name.Nom.Sg.Neut","Strato","N","Name",NA,"Nom",NA,"Sg","Neut",NA,NA
"452",452,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"455",455,"Strato","N.Name.Nom.Sg.Neut","Strato","N","Name",NA,"Nom",NA,"Sg","Neut",NA,NA
"457",457,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"460",460,"Prinz","N.Reg.Nom.Sg.Masc","Prinz","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"462",462,"!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"465",465,"Philotas","N.Name.Nom.Sg.Neut","Philotas","N","Name",NA,"Nom",NA,"Sg","Neut",NA,NA
"467",467,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"470",470,"Laß","VIMP.Full.2.Sg","lassen","VIMP","Full",NA,NA,2,"Sg",NA,NA,NA
"472",472,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"473",473,"o","FM","o","FM",NA,NA,NA,NA,NA,NA,NA,NA
"474",474,"laß","VIMP.Full.2.Sg","lassen","VIMP","Full",NA,NA,2,"Sg",NA,NA,NA
"475",475,"mich","PRO.Pers.Subst.1.Acc.Sg.*","sie","PRO","Pers","Subst","Acc",1,"Sg",NA,NA,NA
"477",477,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"478",478,"Alter","N.Reg.Nom.Sg.Neut","Alter","N","Reg",NA,"Nom",NA,"Sg","Neut",NA,NA
"480",480,"!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"481",481,"doch","CONJ.Coord","doch","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"482",482,"allein","ADV","allein","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"484",484,"!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"487",487,"Strato","N.Name.Nom.Sg.Neut","Strato","N","Name",NA,"Nom",NA,"Sg","Neut",NA,NA
"489",489,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"492",492,"Der","ART.Def.Nom.Sg.Masc","die","ART","Def",NA,"Nom",NA,"Sg","Masc",NA,NA
"493",493,"König","N.Reg.Nom.Sg.Masc","König","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"495",495,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"496",496,"Prinz","N.Reg.Nom.Sg.Masc","Prinz","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"498",498,"!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"499",499,"–","N.Name.*.*.*","–","N","Name",NA,NA,NA,NA,NA,NA,NA
"500",500,"–","N.Name.*.*.*","–","N","Name",NA,NA,NA,NA,NA,NA,NA
"501",501,"–","N.Name.*.*.*","–","N","Name",NA,NA,NA,NA,NA,NA,NA
"502",502,"Philotas","N.Name.Nom.Sg.*","Philotas","N","Name",NA,"Nom",NA,"Sg",NA,NA,NA
"504",504,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"507",507,"Der","ART.Def.Nom.Sg.Masc","die","ART","Def",NA,"Nom",NA,"Sg","Masc",NA,NA
"508",508,"König","N.Reg.Nom.Sg.Masc","König","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"509",509,"halte","VFIN.Full.3.Sg.Pres.Subj","halten","VFIN","Full",NA,NA,3,"Sg",NA,"Pres","Subj"
"510",510,"mich","PRO.Pers.Subst.1.Acc.Sg.*","sie","PRO","Pers","Subst","Acc",1,"Sg",NA,NA,NA
"512",512,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"513",513,"[","SYM.Paren.Left","[","SYM","Paren","Left",NA,NA,NA,NA,NA,NA
"515",515,"107","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"517",517,"]","SYM.Paren.Right","]","SYM","Paren","Right",NA,NA,NA,NA,NA,NA
"518",518,"Wie","PROADV.Inter","wie","PROADV","Inter",NA,NA,NA,NA,NA,NA,NA
"519",519,"sichs","ADJD.Pos","sichs","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"520",520,"gebührt","VFIN.Full.3.Sg.Pres.Ind","gebühren","VFIN","Full",NA,NA,3,"Sg",NA,"Pres","Ind"
"522",522,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"525",525,"Er","PRO.Pers.Subst.3.Nom.Sg.Masc","sie","PRO","Pers","Subst","Nom",3,"Sg","Masc",NA,NA
"526",526,"sieht","VFIN.Full.3.Sg.Pres.Ind","sehen","VFIN","Full",NA,NA,3,"Sg",NA,"Pres","Ind"
"528",528,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"529",529,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",1,"Sg",NA,NA,NA
"530",530,"bin","VFIN.Aux.1.Sg.Pres.Ind","sein","VFIN","Aux",NA,NA,1,"Sg",NA,"Pres","Ind"
"531",531,"kein","PRO.Indef.Attr.Nom.Sg.Neut","keine","PRO","Indef","Attr","Nom",NA,"Sg","Neut",NA,NA
"532",532,"Weib","N.Reg.Nom.Sg.Neut","Weib","N","Reg",NA,"Nom",NA,"Sg","Neut",NA,NA
"534",534,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"535",535,"Ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",1,"Sg",NA,NA,NA
"536",536,"bin","VFIN.Aux.1.Sg.Pres.Ind","sein","VFIN","Aux",NA,NA,1,"Sg",NA,"Pres","Ind"
"537",537,"Soldat","N.Reg.Nom.Sg.Masc","Soldat","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"539",539,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"542",542,"Strato","N.Name.Nom.Sg.Neut","Strato","N","Name",NA,"Nom",NA,"Sg","Neut",NA,NA
"544",544,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"547",547,"Gleich","ADV","gleich","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"548",548,"kömmt","VFIN.Full.3.Sg.Pres.Ind","kömmt","VFIN","Full",NA,NA,3,"Sg",NA,"Pres","Ind"
"549",549,"der","ART.Def.Nom.Sg.Masc","die","ART","Def",NA,"Nom",NA,"Sg","Masc",NA,NA
"550",550,"König","N.Reg.Nom.Sg.Masc","König","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"552",552,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"553",553,"sag","VIMP.Full.2.Sg","sagen","VIMP","Full",NA,NA,2,"Sg",NA,NA,NA
"555",555,"'","SYM.Quot.Right","'","SYM",NA,"Right",NA,NA,NA,NA,NA,NA
"556",556,"Sag","VIMP.Full.2.Sg","sagen","VIMP","Full",NA,NA,2,"Sg",NA,NA,NA
"557",557,"es","PRO.Pers.Subst.3.Acc.Sg.Neut","sie","PRO","Pers","Subst","Acc",3,"Sg","Neut",NA,NA
"558",558,"ihm","PRO.Pers.Subst.3.Dat.Sg.Masc","sie","PRO","Pers","Subst","Dat",3,"Sg","Masc",NA,NA
"559",559,"selbst","ADV","selbst","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"561",561,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"564",564,"Philotas","N.Name.Nom.Sg.Neut","Philotas","N","Name",NA,"Nom",NA,"Sg","Neut",NA,NA
"566",566,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"569",569,"Das","PRO.Dem.Subst.Acc.Sg.Neut","die","PRO","Dem","Subst","Acc",NA,"Sg","Neut",NA,NA
"570",570,"will","VFIN.Mod.1.Sg.Pres.Ind","wollen","VFIN","Mod",NA,NA,1,"Sg",NA,"Pres","Ind"
"571",571,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",1,"Sg",NA,NA,NA
"573",573,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"576",576,"Führe","N.Reg.Nom.Sg.Fem","Führe","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"577",577,"mich","PRO.Pers.Subst.1.Acc.Sg.*","sie","PRO","Pers","Subst","Acc",1,"Sg",NA,NA,NA
"578",578,"Ihm","PRO.Pers.Subst.3.Dat.Sg.Masc","sie","PRO","Pers","Subst","Dat",3,"Sg","Masc",NA,NA
"579",579,"nur","ADV","nur","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"580",580,"entgegen","PART.Verb","entgegen","PART","Verb",NA,NA,NA,NA,NA,NA,NA
"582",582,"!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"585",585,"Strato","N.Name.Nom.Sg.Neut","Strato","N","Name",NA,"Nom",NA,"Sg","Neut",NA,NA
"587",587,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"590",590,"Wie","PROADV.Inter","wie","PROADV","Inter",NA,NA,NA,NA,NA,NA,NA
"592",592,"?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"593",593,"solch","PRO.Indef.Attr.*.*.*","solch","PRO","Indef","Attr",NA,NA,NA,NA,NA,NA
"594",594,"schön","ADJD.Pos","schön","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"595",595,"Gesicht","N.Reg.Acc.Sg.Neut","Gesicht","N","Reg",NA,"Acc",NA,"Sg","Neut",NA,NA
"597",597,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"598",598,"Voll","ADJD.Pos","voll","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"599",599,"Milch","N.Reg.Nom.Sg.Fem","Milch","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"600",600,"und","CONJ.Coord","und","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"601",601,"Rosen","N.Reg.Nom.Pl.Fem","Rose","N","Reg",NA,"Nom",NA,"Pl","Fem",NA,NA
"603",603,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"604",604,"edel","ADJD.Pos","edel","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"606",606,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"607",607,"ein","ART.Indef.Acc.Sg.Neut","eine","ART","Indef",NA,"Acc",NA,"Sg","Neut",NA,NA
"608",608,"Gesicht","N.Reg.Acc.Sg.Neut","Gesicht","N","Reg",NA,"Acc",NA,"Sg","Neut",NA,NA
"610",610,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"611",611,"Das","PRO.Dem.Subst.Nom.Sg.Neut","die","PRO","Dem","Subst","Nom",NA,"Sg","Neut",NA,NA
"612",612,"noch","ADV","noch","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"613",613,"der","ART.Def.Dat.Sg.Fem","die","ART","Def",NA,"Dat",NA,"Sg","Fem",NA,NA
"614",614,"ersten","ADJA.Pos.Dat.Sg.Fem","erst","ADJA","Pos",NA,"Dat",NA,"Sg","Fem",NA,NA
"615",615,"Jugend","N.Reg.Dat.Sg.Fem","Jugend","N","Reg",NA,"Dat",NA,"Sg","Fem",NA,NA
"616",616,"Farbe","N.Reg.Acc.Sg.Fem","Farbe","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"617",617,"trägt","VFIN.Full.3.Sg.Pres.Ind","tragen","VFIN","Full",NA,NA,3,"Sg",NA,"Pres","Ind"
"619",619,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"620",620,"Und","CONJ.Coord","und","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"621",621,"so","ADV","so","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"622",622,"verstellt","VPP.Full.Psp","verstellen","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"624",624,"?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"625",625,"so","ADV","so","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"626",626,"zornig","ADJD.Pos","zornig","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"628",628,"?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"631",631,"Philotas","N.Name.Nom.Sg.Neut","Philotas","N","Name",NA,"Nom",NA,"Sg","Neut",NA,NA
"633",633,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"636",636,"Lästerer","N.Reg.Nom.Pl.Masc","Lästerer","N","Reg",NA,"Nom",NA,"Pl","Masc",NA,NA
"638",638,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"639",639,"Du","PRO.Pers.Subst.2.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",2,"Sg",NA,NA,NA
"640",640,"spottest","VFIN.Full.2.Sg.Pres.Ind","spotten","VFIN","Full",NA,NA,2,"Sg",NA,"Pres","Ind"
"642",642,"!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"645",645,"Ein","ART.Indef.Nom.Sg.Masc","eine","ART","Indef",NA,"Nom",NA,"Sg","Masc",NA,NA
"646",646,"Verzärtelter","N.Reg.Nom.Sg.Masc","Verzärtelter","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"648",648,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"649",649,"ein","ART.Indef.Nom.Sg.Neut","eine","ART","Indef",NA,"Nom",NA,"Sg","Neut",NA,NA
"650",650,"Kind","N.Reg.Nom.Sg.Neut","Kind","N","Reg",NA,"Nom",NA,"Sg","Neut",NA,NA
"652",652,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"653",653,"Das","ART.Def.Nom.Sg.Neut","die","ART","Def",NA,"Nom",NA,"Sg","Neut",NA,NA
"655",655,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"656",656,"von","APPR","von","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"657",657,"dem","PRO.Rel.Subst.Dat.Sg.Neut","die","PRO","Rel","Subst","Dat",NA,"Sg","Neut",NA,NA
"658",658,"sanften","ADJA.Pos.Nom.Pl.Neut","sanft","ADJA","Pos",NA,"Nom",NA,"Pl","Neut",NA,NA
"659",659,"Schoos","N.Reg.Nom.Pl.Neut","Schoos","N","Reg",NA,"Nom",NA,"Pl","Neut",NA,NA
"660",660,"der","ART.Def.Gen.Sg.Fem","die","ART","Gen",NA,"Gen",NA,"Sg","Fem",NA,NA
"661",661,"Mutter","N.Reg.Gen.Sg.Fem","Mutter","N","Gen",NA,"Gen",NA,"Sg","Fem",NA,NA
"662",662,"erst","ADV","erst","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"663",663,"Entlassen","ADJD.Pos","entlassen","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"664",664,"Polster","N.Reg.Acc.Pl.Neut","Polster","N","Reg",NA,"Acc",NA,"Pl","Neut",NA,NA
"665",665,"sucht","VFIN.Full.3.Sg.Pres.Ind","suchen","VFIN","Full",NA,NA,3,"Sg",NA,"Pres","Ind"
"667",667,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"668",668,"ein","ART.Indef.Nom.Sg.Neut","eine","ART","Indef",NA,"Nom",NA,"Sg","Neut",NA,NA
"669",669,"schwaches","ADJA.Pos.Nom.Sg.Neut","schwach","ADJA","Pos",NA,"Nom",NA,"Sg","Neut",NA,NA
"670",670,"Kind","N.Reg.Nom.Sg.Neut","Kind","N","Reg",NA,"Nom",NA,"Sg","Neut",NA,NA
"672",672,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"673",673,"Ein","ART.Indef.Nom.Sg.Masc","eine","ART","Indef",NA,"Nom",NA,"Sg","Masc",NA,NA
"674",674,"Weichling","N.Reg.Nom.Sg.Masc","Weichling","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"676",676,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"677",677,"bin","VFIN.Aux.1.Sg.Pres.Ind","sein","VFIN","Aux",NA,NA,1,"Sg",NA,"Pres","Ind"
"678",678,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",1,"Sg",NA,NA,NA
"679",679,"dir.","ADJD.Pos","dir.","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"680",680,"–","FM","–","FM",NA,NA,NA,NA,NA,NA,NA,NA
"681",681,"–","FM","–","FM",NA,NA,NA,NA,NA,NA,NA,NA
"682",682,"Du","PRO.Pers.Subst.2.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",2,"Sg",NA,NA,NA
"683",683,"irrst","VFIN.Full.2.Sg.Pres.Ind","irren","VFIN","Full",NA,NA,2,"Sg",NA,"Pres","Ind"
"685",685,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"686",686,"–","N.Name.*.*.*","–","N","Name",NA,NA,NA,NA,NA,NA,NA
"687",687,"–","N.Name.Nom.Sg.*","–","N","Name",NA,"Nom",NA,"Sg",NA,NA,NA
"688",688,"Ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom",1,"Sg",NA,NA,NA
"689",689,"weiß","VFIN.Full.1.Sg.Pres.Ind","wissen","VFIN","Full",NA,NA,1,"Sg",NA,"Pres","Ind"
"691",691,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"692",692,"Dein","PRO.Poss.Attr.Acc.Sg.Neut","deine","PRO","Poss","Attr","Acc",NA,"Sg","Neut",NA,NA
"693",693,"Angesicht","N.Reg.Acc.Sg.Neut","Angesicht","N","Reg",NA,"Acc",NA,"Sg","Neut",NA,NA
"694",694,"voll","ADJD.Pos","voll","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"695",695,"Narben","N.Reg.Acc.Pl.Fem","Narbe","N","Reg",NA,"Acc",NA,"Pl","Fem",NA,NA
"697",697,",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"698",698,"das","PRO.Dem.Subst.Nom.Sg.Neut","die","PRO","Dem","Subst","Nom",NA,"Sg","Neut",NA,NA
"699",699,"ist","VFIN.Aux.3.Sg.Pres.Ind","sein","VFIN","Aux",NA,NA,3,"Sg",NA,"Pres","Ind"
"700",700,"schön","ADJD.Pos","schön","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"702",702,"!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"705",705,"Strato","N.Name.Nom.Sg.Neut","Strato","N","Name",NA,"Nom",NA,"Sg","Neut",NA,NA
"707",707,".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"710",710,"Heroische","ADJA.Pos.Nom.Pl.Masc","heroisch","ADJA","Pos",NA,"Nom",NA,"Pl","Masc",NA,NA
